(8.11.4/8.11.4/corp-1.06)	 4.122744 
(Content	 6.119298 
(Unverified)	 6.119298 
([192.168.110.237])	 6.119298 
(unverified)	 6.119298 
-	 6.119298 
-0500	 5.472671 
-0600	 4.803621 
-0800	 5.083206 
1.0	 5.472671 
2001	 6.119298 
2002	 6.119298 
>	 5.083206 
A	 6.119298 
AND	 6.119298 
ANY	 3.499913 
ARE	 4.803621 
AS	 6.119298 
AT	 6.119298 
And	 6.119298 
Any	 6.119298 
Are	 6.119298 
As	 6.119298 
At	 6.119298 
BE	 5.472671 
BY	 6.119298 
Be	 6.119298 
By	 6.119298 
Content-Transfer-Encoding:	 6.119298 
Content-Type:	 6.119298 
Content-transfer-encoding:	 6.119298 
Content-type:	 6.119298 
DATE:	 6.119298 
Date:	 6.119298 
ESMTP	 5.083206 
FOR	 6.119298 
FOr	 6.119298 
FROM	 6.119298 
FROM:	 6.119298 
For	 6.119298 
Fri	 6.119298 
From	 6.119298 
From:	 6.119298 
HAVE	 2.991740 
Have	 2.991740 
I	 6.119298 
ID	 6.119298 
IN	 6.119298 
IS	 6.119298 
IT	 6.119298 
Id	 6.119298 
In	 6.119298 
Is	 6.119298 
It	 6.119298 
Jan	 6.119298 
MIME-Version:	 6.119298 
MIME-version:	 6.119298 
Message-ID:	 6.119298 
Message-Id:	 5.083206 
Message-id:	 6.119298 
Microsoft	 6.119298 
Mime-Version:	 6.119298 
NOT	 6.119298 
Not	 6.119298 
Nov	 6.119298 
OF	 6.119298 
ON	 5.472671 
OR	 4.803621 
OUR	 5.472671 
Of	 6.119298 
On	 6.119298 
Or	 6.119298 
Our	 6.119298 
Received:	 6.119298 
SMTPRS	 6.119298 
SMTPSVC(5.0.2195.2966);	 4.585368 
SUBJECT:	 6.119298 
Subject:	 6.119298 
TECHNOLOGIES	 6.119298 
THAT	 5.472671 
THE	 6.119298 
THIS	 6.119298 
TO	 6.119298 
TO:	 6.119298 
Technologies	 6.119298 
That	 6.119298 
The	 6.119298 
This	 6.119298 
Thu	 6.119298 
To	 6.119298 
To:	 6.119298 
Tue	 6.119298 
WE	 6.119298 
WILL	 6.119298 
WITH	 5.472671 
We	 6.119298 
Wed	 6.119298 
Will	 4.803621 
With	 6.119298 
YOU	 5.472671 
YOUR	 6.119298 
You	 6.119298 
Your	 6.119298 
a	 6.119298 
and	 6.119298 
any	 5.083206 
are	 6.119298 
as	 6.119298 
at	 5.472671 
be	 6.119298 
by	 6.119298 
corp.enron.com	 5.472671 
esmtp	 6.119298 
for	 6.119298 
from	 6.119298 
from:	 6.119298 
have	 6.119298 
i	 5.083206 
id	 5.472671 
in	 6.119298 
is	 6.119298 
it	 5.472671 
mailman.enron.com	 6.119298 
nahou-mscnx06p.corp.enron.com	 6.119298 
not	 6.119298 
of	 6.119298 
on	 6.119298 
or	 6.119298 
our	 6.119298 
technologies	 6.119298 
that	 6.119298 
the	 5.083206 
this	 6.119298 
to	 6.119298 
to:	 6.119298 
we	 5.472671 
will	 6.119298 
with	 6.119298 
you	 5.472671 
your	 6.119298 
