!!!A	 3.816713 
(8.11.4/8.11.4/corp-1.06)	 0.220647 
(8.8.8/8.8.8)	 1.951928 
(CDT)	 1.703749 
(CST)	 0.412490 
(Content	 0.196015 
(PST)	 2.501036 
([192.168.110.224])	 1.133204 
([192.168.110.226])	 1.197328 
([192.168.110.228])	 1.599488 
([192.168.110.237])	 0.196015 
(dserv1.ect.enron.com	 1.951928 
(ecthou-bps3.corp.enron.com	 1.951928 
(from	 1.951928 
(or	 2.501036 
(unverified)	 0.196015 
***	 3.816713 
+0000	 2.103734 
-	 0.911303 
----	 2.780621 
-----	 3.816713 
-----Original	 2.103734 
-->>	 1.951928 
-0000	 2.501036 
-0500	 0.962335 
-0600	 0.171975 
-0700	 2.501036 
-0800	 0.298406 
0	 3.170086 
1	 1.418818 
1.0	 0.125563 
1/2/02	 3.816713 
10	 2.780621 
12/21/01</FONT><BR><FONT	 3.816713 
13	 2.282782 
15	 2.103734 
16	 2.780621 
17	 3.170086 
19	 2.501036 
2	 1.599488 
20	 1.951928 
2001	 0.412490 
2002	 1.072945 
23	 2.780621 
24	 2.780621 
25	 1.951928 
27	 2.780621 
28	 2.780621 
29	 2.780621 
3	 1.265848 
30	 2.780621 
4.2.1)	 0.474815 
4.2.5)	 1.599488 
5	 2.103734 
6	 2.103734 
7Bit	 1.418818 
7bit	 1.418818 
8	 2.780621 
9	 3.170086 
</FONT></FONT><BR><BR><A	 3.816713 
<A	 2.780621 
<AREA	 3.170086 
<FONT	 3.170086 
<a	 2.780621 
<area	 3.170086 
<font	 3.170086 
=	 3.170086 
?	 2.501036 
??	 3.816713 
???	 3.816713 
????	 3.170086 
?????	 3.816713 
??????	 3.816713 
???????	 3.816713 
????????	 2.780621 
?????????	 3.816713 
??????????	 3.170086 
???????????	 3.816713 
A	 0.541285 
ADDRESS	 2.103734 
AFTER	 2.282782 
ALL	 1.072945 
AM	 1.820159 
ARE	 0.816445 
AS	 1.072945 
Address	 2.103734 
After	 2.282782 
Agent	 2.501036 
All	 1.072945 
Already	 1.951928 
An	 1.265848 
Ancillary	 1.820159 
And	 0.443167 
Any	 1.599488 
Apr	 3.816713 
Are	 0.816445 
As	 1.072945 
At	 1.072945 
BUSH'S	 3.816713 
Be	 0.862750 
Before	 1.951928 
Below	 2.103734 
Both	 2.501036 
Business	 2.501036 
But	 1.951928 
C	 2.501036 
CC:	 1.133204 
CERS	 3.816713 
CHANGE	 2.103734 
CHRISTMAS	 3.816713 
COMMODITY	 3.816713 
Can	 1.339411 
Cc:	 1.133204 
Christmas	 3.816713 
Click	 2.501036 
Club	 3.170086 
Commodity	 3.816713 
Company	 3.170086 
Confirmation	 2.501036 
Consulting	 3.816713 
Contact	 1.951928 
Content-Transfer-Encoding:	 0.576253 
Content-Type:	 0.125563 
Content-transfer-encoding:	 0.576253 
Content-type:	 0.125563 
Craig.Dean@enron.com	 1.951928 
Crawler<pete.davis@enron.com>	 1.951928 
DERIVATIVES	 3.816713 
DO	 1.339411 
Day	 2.780621 
Deal	 2.501036 
Dear	 1.951928 
Dec	 1.951928 
December	 2.780621 
Details:	 2.501036 
Do	 1.339411 
Don't	 2.282782 
E-Mail	 2.501036 
EMAIL	 1.951928 
ENRJ	 2.780621 
ESMTP	 0.196015 
Energy	 2.501036 
Enron	 2.282782 
Even	 2.501036 
Ever	 2.501036 
Exchange	 1.599488 
Exchanges	 3.816713 
FACE="Arial	 3.816713 
FARE	 3.816713 
FILE	 1.951928 
FINAL	 1.265848 
FIRM	 2.501036 
FOR	 0.196015 
FOr	 0.196015 
FREE	 1.820159 
FW:	 2.780621 
Fantasy	 3.816713 
Fare	 3.816713 
Feb	 2.282782 
Final	 1.265848 
Financial	 2.501036 
Firm	 2.501036 
Firms	 3.170086 
First	 2.282782 
For	 0.196015 
Free	 1.820159 
Fri	 1.505078 
Funds	 2.282782 
Fw:	 2.780621 
GET	 1.265848 
GREETING	 3.816713 
Geir.Solberg@enron.com	 1.951928 
Get	 1.265848 
Go	 1.951928 
Great	 1.951928 
HAVE	 1.072945 
HELP	 2.501036 
HOURLY	 3.170086 
HTML	 2.780621 
Have	 1.072945 
He	 2.282782 
Helvetica"><FONT	 3.816713 
Here	 1.951928 
Home	 3.170086 
Hope	 1.951928 
HourAhead	 1.951928 
Hourly	 3.170086 
How	 2.103734 
However	 2.501036 
I	 1.072945 
IN	 0.541285 
IPE	 3.816713 
IS	 0.474815 
ISO	 3.816713 
If	 1.133204 
In	 0.541285 
Inc.	 2.103734 
